Tiempo,Solución
112.102,3851
112.364,3933
112.261,3860
112.198,3932
279.313,3960
279.353,3879
279.495,3899
279.677,3952
279.302,3887
558.501,3954
558.222,3936
558.638,3958
558.307,3946
558.172,3943
112.479,3854
112.226,3851
112.213,3958
112.247,3861
112.47,3811
279.906,3913
279.787,3943
279.533,3953
280.147,3948
279.802,3938
559.343,3864
559.408,3950
558.612,3937
558.897,3975
558.945,3876
107.895,4029
106.932,3993
107.445,4007
106.945,3954
106.833,3997
264.68,4033
266.962,4072
266.69,3998
266.39,4032
265.512,4028
529.14,4073
532.432,4092
529.715,4070
529.62,4098
527.028,4054
108.061,3951
107.572,3976
107.743,4003
107.079,3942
108.338,3976
263.511,4006
264.996,3982
265.818,3997
266.362,4001
265.468,4008
528.594,4059
525.089,3965
526.698,4036
531.428,3999
530.638,4040
109.182,3982
107.35,3955
108.094,3846
106.794,3960
106.213,3896
264.483,3963
266.604,4001
266.911,4059
265.475,4026
264.338,3941
525.24,4013
527.481,4013
531.109,4042
527.118,3984
527.525,4025
110.712,3951
110.708,3984
110.832,3953
110.753,3969
110.679,3952
275.024,3997
275.101,4022
275.584,4014
275.675,3954
276.024,4044
552.012,4042
552.366,3992
553.37,4041
553,3978
551.606,4016
110.612,3911
111.21,3922
111.26,3917
110.425,3923
111.148,3929
276.73,3960
276.15,3958
275.293,3985
276.851,3960
275.263,3926
552.961,3961
550.681,4005
551.589,3992
552.206,3990
550.676,4019
110.894,3958
110.975,3892
111.152,3941
110.883,3904
111.422,3914
275.732,3948
276.294,3954
275.814,3985
274.806,3972
276.667,3922
551.288,3984
551.66,3965
551.023,4013
551.053,3989
552.205,4014
112.055,3957
111.756,3901
111.569,3929
111.603,3948
111.836,3939
278.675,3975
278.645,3950
278.647,3997
278.8,3981
278.844,3966
556.631,4001
556.947,3983
557.107,4021
558.248,4009
557.564,3951
112.14,3905
112.024,3918
112.327,3905
111.848,3902
112.058,3912
279.705,3971
279.509,3936
279.355,3932
279.549,3957
279.926,3875
558.481,4003
558.079,3960
558.675,3926
558.421,3963
558.627,3953
112.189,3961
112.133,3865
112.289,3916
165.378,3879
167.097,3868
415.268,4016
415.392,3896
415.819,3896
415.642,3864
415.429,3919
835.347,3927
833.101,3937
830.583,4012
831.939,3893
832.095,3930
162.892,4002
161.582,3988
161.914,4011
162.447,3963
163.59,3947
400.187,4061
401.349,4001
404.171,4029
404.635,4033
401.5,4016
805.041,4084
804.943,4082
799.45,4066
805.85,4098
798.408,4067
161.875,3991
162.181,3937
162.845,3947
163.705,4008
162.456,3963
400.943,4023
407.645,4003
401.936,4000
400.343,4029
405.967,4011
800.242,4073
797.558,4026
806.553,4034
804.158,4040
798.156,4039
163.312,3990
164.101,3959
163.626,3964
162.048,3992
164.042,3945
405.653,3964
400.796,3907
401.302,4006
400.421,4050
399.27,4017
795.637,4025
799.301,4038
794.791,4023
802.573,4055
804.795,4002
166.711,3871
166.675,3921
166.437,3937
166.485,3945
166.124,3960
414.523,4001
416.267,3948
414.995,3991
416.329,3948
415.437,4023
828.674,4009
831.228,3959
834.275,3981
832.148,3973
832.705,4011
167.829,3896
166.502,3886
167.032,3881
166.875,3906
166.666,3937
414.872,3939
416.024,3928
416.069,3913
416.33,3972
417.115,3892
835.89,3967
833.165,3991
834.378,3963
834.132,3984
834.859,3983
167.625,3897
167.882,3858
168.118,3891
167.823,3910
168.471,3916
417.778,3897
418.573,3907
418.035,3909
418.086,3927
419.251,3912
835.299,4013
835.547,3916
836.062,3917
835.802,3966
835.358,3902
168.992,3845
168.904,3829
168.728,3848
168.816,3881
169.009,3922
420.715,3908
421.271,3937
418.171,3859
417.986,3989
418.06,3923
834.878,3901
834.977,3926
835.279,3964
838.306,3942
836.378,3930
168.18,3858
168.191,3903
167.734,3890
168.067,3835
167.717,3912
419.188,3871
419.481,3916
419.432,3922
417.242,3934
416.294,3871
832.311,3888
835.831,3961
836.023,3919
839.704,3920
842.435,3924
169.318,3907
169.263,3822
169.093,3846
169.306,3859
169.124,3906
420.991,3861
